original_file	pop	indiv_count	sample_value	replicate_number	min_allele_freq	est_type	est_ne	95ci_low	95ci_high	overall_rsquared	expected_rsquared	indep_comparisons	harmon_mean_samp_size
100griz.2litter1.gp	15	100	1.0	1	0.01	ld	540.6	498.2	590.5	0.01093	0.01032	340981	100.0
100griz.2litter1.gp	16	100	1.0	1	0.01	ld	663.8	602.0	739.0	0.01082	0.01032	345921	100.0
100griz.2litter1.gp	17	100	1.0	1	0.01	ld	463.3	431.6	499.7	0.01104	0.01032	344276	100.0
100griz.2litter1.gp	18	100	1.0	1	0.01	ld	561.0	515.9	614.3	0.01091	0.01032	346757	100.0
100griz.2litter1.gp	19	100	1.0	1	0.01	ld	505.7	468.3	549.2	0.01098	0.01032	341795	100.0
100griz.2litter1.gp	20	100	1.0	1	0.01	ld	459.3	427.9	495.3	0.01104	0.01032	340155	100.0
100griz.2litter1.gp	21	100	1.0	1	0.01	ld	393.1	369.7	419.5	0.01116	0.01032	341801	100.0
100griz.2litter1.gp	22	100	1.0	1	0.01	ld	459.4	428.5	494.8	0.01104	0.01032	351747	100.0
100griz.2litter1.gp	23	100	1.0	1	0.01	ld	564.2	517.9	619.1	0.01091	0.01032	335239	100.0
100griz.2litter1.gp	24	100	1.0	1	0.01	ld	539.9	497.7	589.4	0.01093	0.01032	343443	100.0
100griz.2litter1.gp	25	100	1.0	1	0.01	ld	410.5	385.1	439.4	0.01113	0.01032	338515	100.0
100griz.2litter1.gp	26	100	1.0	1	0.01	ld	431.6	403.9	463.1	0.01109	0.01032	345103	100.0
100griz.2litter1.gp	27	100	1.0	1	0.01	ld	410.3	385.1	438.7	0.01113	0.01032	347578	100.0
100griz.2litter1.gp	28	100	1.0	1	0.01	ld	394.9	371.2	421.6	0.01116	0.01032	338519	100.0
100griz.2litter1.gp	29	100	1.0	1	0.01	ld	463.9	432.1	500.5	0.01103	0.01032	342620	100.0
100griz.2litter1.gp	30	100	1.0	1	0.01	ld	419.6	393.2	449.5	0.01111	0.01032	342627	100.0
100griz.2litter1.gp	31	100	1.0	1	0.01	ld	519.8	480.6	565.6	0.01096	0.01032	345100	100.0
100griz.2litter1.gp	32	100	1.0	1	0.01	ld	473.4	440.3	511.5	0.01102	0.01032	342618	100.0
100griz.2litter1.gp	33	100	1.0	1	0.01	ld	526.5	486.2	573.7	0.01095	0.01032	342624	100.0
100griz.2litter1.gp	34	100	1.0	1	0.01	ld	519.9	480.4	566.0	0.01096	0.01032	340152	100.0
100griz.2litter1.gp	35	100	1.0	1	0.01	ld	413.7	387.8	443.0	0.01112	0.01032	337699	100.0
100griz.2litter1.gp	36	100	1.0	1	0.01	ld	484.3	449.8	524.2	0.011	0.01032	341796	100.0
100griz.2litter1.gp	37	100	1.0	1	0.01	ld	508.3	470.7	552.1	0.01097	0.01032	345101	100.0
100griz.2litter1.gp	38	100	1.0	1	0.01	ld	534.7	493.1	583.6	0.01094	0.01032	340154	100.0
100griz.2litter1.gp	39	100	1.0	1	0.01	ld	509.8	471.8	554.2	0.01097	0.01032	340153	100.0
100griz.2litter1.gp	40	100	1.0	1	0.01	ld	469.1	436.5	506.7	0.01103	0.01032	339335	100.0
100griz.2litter1.gp	41	100	1.0	1	0.01	ld	443.0	413.6	476.6	0.01107	0.01032	338512	100.0
100griz.2litter1.gp	42	100	1.0	1	0.01	ld	506.2	468.2	550.5	0.01097	0.01032	332798	100.0
100griz.2litter1.gp	43	100	1.0	1	0.01	ld	450.4	420.2	485.1	0.01106	0.01032	339325	100.0
100griz.2litter1.gp	44	100	1.0	1	0.01	ld	424.5	397.1	455.7	0.0111	0.01032	331996	100.0
100griz.2litter1.gp	45	100	1.0	1	0.01	ld	499.7	463.0	542.2	0.01098	0.01032	340975	100.0
100griz.2litter1.gp	46	100	1.0	1	0.01	ld	520.4	480.9	566.6	0.01096	0.01032	340977	100.0
100griz.2litter1.gp	47	100	1.0	1	0.01	ld	584.7	536.0	642.7	0.01089	0.01032	346756	100.0
100griz.2litter1.gp	48	100	1.0	1	0.01	ld	509.5	470.9	554.6	0.01097	0.01032	329565	100.0
100griz.2litter1.gp	49	100	1.0	1	0.01	ld	498.9	462.1	541.6	0.01098	0.01032	336872	100.0
100griz.2litter1.gp	50	100	1.0	1	0.01	ld	392.3	368.8	418.8	0.01116	0.01032	336058	100.0
100griz.2litter1.gp	51	100	1.0	1	0.01	ld	506.4	468.6	550.4	0.01097	0.01032	336877	100.0
100griz.2litter1.gp	52	100	1.0	1	0.01	ld	442.1	412.8	475.6	0.01107	0.01032	336875	100.0
100griz.2litter1.gp	53	100	1.0	1	0.01	ld	429.7	401.9	461.3	0.01109	0.01032	337691	100.0
100griz.2litter1.gp	54	100	1.0	1	0.01	ld	452.9	422.1	488.1	0.01105	0.01032	335252	100.0
