original_file	pop	indiv_count	sample_value	replicate_number	min_allele_freq	est_type	est_ne	95ci_low	95ci_high	overall_rsquared	expected_rsquared	indep_comparisons	harmon_mean_samp_size
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	69	530	1.0	0	0.01	ld	183.0	181.2	184.8	0.0037	0.0019	348409	530.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	70	525	1.0	0	0.01	ld	186.9	185.1	188.8	0.00368	0.00192	347580	525.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	71	535	1.0	0	0.01	ld	191.4	189.5	193.3	0.0036	0.00188	348408	535.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	72	540	1.0	0	0.01	ld	194.0	192.1	195.9	0.00356	0.00186	347582	540.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	73	539	1.0	0	0.01	ld	194.2	192.3	196.1	0.00356	0.00187	345920	539.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	74	543	1.0	0	0.01	ld	190.5	188.7	192.4	0.00358	0.00185	344266	543.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	75	541	1.0	0	0.01	ld	191.3	189.4	193.3	0.00358	0.00186	342616	541.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	76	528	1.0	0	0.01	ld	190.1	188.2	192.0	0.00364	0.00191	343439	528.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	77	531	1.0	0	0.01	ld	196.2	194.2	198.2	0.00358	0.00189	342614	531.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	78	525	1.0	0	0.01	ld	198.7	196.6	200.8	0.00358	0.00192	340970	525.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	79	518	1.0	0	0.01	ld	203.2	201.1	205.3	0.00357	0.00194	340970	518.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	80	519	1.0	0	0.01	ld	205.4	203.2	207.5	0.00355	0.00194	340970	519.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	81	517	1.0	0	0.01	ld	204.4	202.2	206.5	0.00356	0.00195	341792	517.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	82	513	1.0	0	0.01	ld	202.9	200.7	205.0	0.00359	0.00196	339327	513.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	83	504	1.0	0	0.01	ld	207.8	205.6	210.1	0.00358	0.002	339327	504.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	84	493	1.0	0	0.01	ld	204.5	202.3	206.7	0.00366	0.00204	340972	493.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	85	493	1.0	0	0.01	ld	204.6	202.4	206.8	0.00365	0.00204	340970	493.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	86	503	1.0	0	0.01	ld	200.9	198.7	203.0	0.00364	0.002	340150	503.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	87	502	1.0	0	0.01	ld	198.7	196.6	200.8	0.00366	0.002	338509	502.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	88	507	1.0	0	0.01	ld	199.5	197.4	201.6	0.00364	0.00198	338507	507.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	89	510	1.0	0	0.01	ld	203.8	201.6	206.0	0.00359	0.00197	340971	510.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	90	505	1.0	0	0.01	ld	202.7	200.6	204.9	0.00362	0.00199	340970	505.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	91	500	1.0	0	0.01	ld	198.0	195.9	200.1	0.00368	0.00201	341793	500.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	92	502	1.0	0	0.01	ld	188.6	186.6	190.5	0.00375	0.002	336871	502.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	93	489	1.0	0	0.01	ld	191.3	189.3	193.4	0.00378	0.00206	337690	489.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	94	485	1.0	0	0.01	ld	190.6	188.6	192.6	0.00381	0.00208	339328	485.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	95	486	1.0	0	0.01	ld	191.8	189.7	193.8	0.00379	0.00207	336872	486.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	96	498	1.0	0	0.01	ld	192.7	190.7	194.8	0.00373	0.00202	337692	498.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	97	502	1.0	0	0.01	ld	194.1	192.1	196.2	0.0037	0.002	333613	502.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	98	502	1.0	0	0.01	ld	189.7	187.8	191.7	0.00374	0.002	336877	502.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	99	497	1.0	0	0.01	ld	182.9	181.0	184.7	0.00383	0.00202	336059	497.0
/home/ted/temp/negui_git_test/negui/sim.20160825204651.r2.genepop	100	503	1.0	0	0.01	ld	181.6	179.8	183.5	0.00381	0.002	331989	503.0
